text,source,site
"blog the smart way with iPage Hosting. In less than 5 minutes from now, you will have your blog ready on your domain. You will install WordPress on your own domain as an Automated Process with ONE Click WordPress Installation feature from iPage hosting. Installing WordPress at Microsoft Azure Installing WordPress on Microsoft Azure is as simple as a few clicks. A hosting space and MySQL database will be created and configured, so you’re ready to start creating within a matter of seconds. Running into some issues and need to troubleshoot your WordPress site on Azure? Follow this handy Troubleshooting guide for WordPress on Azure There is a full listing of resources on how to learn more about WordPress on Microsoft Azure! Common installation problems The following are some of the most common installation problems. For more information and troubleshooting for problems with your WordPress installation, check out FAQ Installation and FAQ Troubleshooting . I see a directory listing rather than a web page. The web server needs to be told to view index.php by default. In Apache, use the DirectoryIndex index.php directive. The simplest option is to create a file named .htaccess in the installed directory and place the directive there. Another option is to add the directive to the web server’s configuration files. I see lots of Headers already sent errors. How do I fix this? You probably introduced a syntax error in editing wp-config.php. Download wp-config.php (if you don’t have shell access). Open it in a text editor . Check that the first line contains nothing but , and that there is no text after it (not even whitespace). If your text editor saves as Unicode, make sure it adds no byte order mark (BOM) . Most Unicode-enabled text editors do not inform the user whether or",https://codex.wordpress.org/Installing_WordPress,wordpress
"not it adds a BOM to files; if so, try using a different text editor. Save the file, upload it again if necessary, and reload the page in your browser. My page comes out gibberish. When I look at the source I see a lot of “ <?php ?> ” tags. If the <?php ?> tags are being sent to the browser, it means your PHP is not working properly. All PHP code is supposed to be executed before the server sends the resulting HTML to your web browser. (That’s why it’s called a preprocessor.) Make sure your web server meets the requirements to run WordPress, that PHP is installed and configured properly, or contact your hosting provider or system administrator for assistance. I keep getting an Error connecting to database message but I’m sure my configuration is correct. Try resetting your MySQL password manually. If you have access to MySQL via shell, try issuing: SET PASSWORD FOR 'wordpressusername'@'hostname' = OLD_PASSWORD('password'); If you do not have shell access, you should be able to simply enter the above into an SQL query in phpMyAdmin. Failing that, you may need to use your host’s control panel to reset the password for your database user. I keep getting an Your PHP installation appears to be missing the MySQL extension which is required by WordPress message but I’m sure my configuration is correct. Check to make sure that your configuration of your web-server is correct and that the MySQL plugin is getting loaded correctly by your web-server program. Sometimes this issue requires everything in the path all the way from the web-server down to the MySQL installation to be checked and verified to be fully operational. Incorrect configuration files or settings are often the cause of this issue. My image/MP3 uploads aren’t working. If",https://codex.wordpress.org/Installing_WordPress,wordpress
"you use the Rich Text Editor on a blog that’s installed in a subdirectory, and drag a newly uploaded image into the editor field, the image may vanish a couple seconds later. This is due to a problem with TinyMCE (the rich text editor) not getting enough information during the drag operation to construct the path to the image or other file correctly. The solution is to NOT drag uploaded images into the editor. Instead, click and hold on the image and select Send to Editor. First published March 28, 2023 Last updated July 7, 2025 Edit article Improve it on GitHub : How to install WordPress Changelog See list of changes : How to install WordPress Previous Creating Database for WordPress Previous: Creating Database for WordPress Next Running a Development Copy of WordPress Next: Running a Development Copy of WordPress",https://codex.wordpress.org/Installing_WordPress,wordpress
"Troubleshooting « WordPress Codex Codex Codex tools: Log in Interested in functions, hooks, classes, or methods? Check out the new WordPress Code Reference ! Troubleshooting Languages : English • Deutsch • فارسی • 中文(简体) • ไทย • 中文(繁體) • 한국어 • 日本語 Português do Brasil • ( Add your language ) Finding Answers Getting More WordPress Help Using the Support Forums New To WordPress - Where to Start First Steps With WordPress Introduction to Blogging WordPress Semantics - Learning the Jargon WordPress Support Forum How to Write a Great Support Request IRC Freenode WordPress Support on channel #wordpress WordPress IRC Live Help FAQ - Frequently Asked Questions Installation Problems Getting Started With WordPress - Installation Common Installation Problems Moving WordPress Importing Posts and Comments from Another Blog Software I've Lost My Password I Can't Login Help for WordPress Beginners FAQ Installation FAQ Working with WordPress Design and Layout Troubleshooting CSS Fixing_Browser Bugs CSS Troubleshooting Finding Your CSS Styles Troubleshooting Nested Lists Site Design and Layout WordPress Lessons FAQ Themes, Layout and Design FAQ Using WordPress Comment Spam Moderating Comments Spammers Have Overwhelmed My Comments Combating Comment Spam Common Spam Words FAQ Working with WordPress Frequently Asked Questions FAQ About WordPress FAQ Installation FAQ New To WordPress FAQ Working with WordPress FAQ Themes, Layout and Design FAQ Using WordPress FAQ Advanced Topics FAQ Troubleshooting FAQ Developer Documentation FAQ About the WordPress Codex Solving Common Problems FAQ Troubleshooting Enabling Sending Referrers The Layout is All Messed Up I Make Changes and Nothing Happens Permalinks Won't Work Pagination is broken WordPress Backups Backing Up Your Database Restoring Your Database From Backup My Plugin Won't Work Solving MySQL Database Error 28 Using Your Browser to Diagnose JavaScript Errors About WordPress • Getting Started with WordPress • Working with WordPress • Blog Design and Layout",https://codex.wordpress.org/Troubleshooting,wordpress
"• Advanced Topics • Troubleshooting • Developer Documentation • Current Events Retrieved from "" https://codex.wordpress.org/index.php?title=Troubleshooting&oldid=159081 "" Category : Troubleshooting Home Page WordPress Lessons Getting Started Working with WordPress Design and Layout Advanced Topics Troubleshooting Developer Docs About WordPress Codex Resources Community portal Current events Recent changes Random page Help",https://codex.wordpress.org/Troubleshooting,wordpress
"About – WordPress.org WordPress.org About our mission: democratize publishing the freedom to build. the freedom to change. the freedom to share. our story WordPress started in 2003 when Mike Little and Matt Mullenweg created a fork of b2/cafelog. The need for an elegant, well-architected personal publishing system was clear even then. Today, WordPress is built on PHP and MySQL, and licensed under the GPLv2. It is also the platform of choice for over 43% of all sites across the web. The WordPress open source project has evolved in progressive ways over time—supported by skilled, enthusiastic developers, designers, scientists, bloggers, and more. WordPress provides the opportunity for anyone to create and share, from handcrafted personal anecdotes to world-changing movements. People with a limited tech experience can use it “out of the box”, and more tech-savvy folks can customize it in remarkable ways. our mission WordPress is designed for everyone. We believe great software should work with minimum set up, emphasizing accessibility, performance, security, and ease of use. The basic WordPress software is simple and predictable, offering powerful features for growth and success. WordPress is open source software. Supporting the idea of democratizing publishing and the freedoms that come with open source, is a large community of people collaborating on and contributing to this project. WordPress is welcoming and inclusive. Our contributors’ passion drives the success of WordPress which, in turn, helps you reach your goals. WordPress contributors work around the globe, and have dedicated countless hours to build a tool that offers anyone a voice. the four freedoms WordPress is licensed under the General Public License (GPLv2 or later) which provides four core freedoms: 0 The freedom to run the program for any purpose. 1 The freedom to study how the program works and change it to make it do what",https://codex.wordpress.org/About_WordPress,wordpress
"you wish. 2 The freedom to redistribute. 3 The freedom to distribute copies of your modified versions to others. the technology Learn about WordPress, where it’s been, and where it’s going. the details Dive into the background details, like the GPL and other policies. the people Learn about the community, how we get along and show our pride.",https://codex.wordpress.org/About_WordPress,wordpress
"WordPress Glossary – Documentation WordPress.org Documentation WordPress Glossary Home WordPress overview Where to start WordPress Glossary Search documentation WordPress Glossary In this article Table of Contents Absolute Path Absolute URI Action Admin Bar Ajax Apache API Array ASCII Atom Attribute sources Attributes Autosave Avatar Back End Binaries Block Block (Inserter) Library Block categories Block name Block styles Block supports Block Template parts Block Templates Block Themes Block type Blog Blogging Blogosphere Blogroll Bookmarklet Boolean Category Capabilities CGI Character Entity Character Set chmod Class Classic block Codex Collation Comments Content Content Management System cPanel CSS CVS Dashboard Database Database version Default theme Deprecated Developer DIV DNS DOM Domain name Draft Dynamic block Excerpt Feed Feed Reader Filter Footer area Front End FTP Full Site Editing or FSE Gallery gettext GMT Gravatar GUI Gutenberg Hack Hacking Header Image Hook Terminology Confusion Hosting provider .htaccess HTML IDE Inspector IP address ISAPI JavaScript Linux Local Styles Mac OS X MariaDB Menu Meta Microformats MIME Moblogging mod_rewrite Multisite MySQL Navigation Navigation Block Network News reader Nonce Open Source Options Output Compression Page (post type) Patterns Perl Permalink Permissions PHP phpMyAdmin Ping Pingback Plugin Port Post Post settings Post Slug Post Status Post Type Query Query Block Query String Query Variable QuickTag RDF Recordset Relative Path Relative URI RichText RSS RTL Robots.txt Role Screen Serialization Settings Sidebar Shell Shortcode Sidebar Site Site Editor Slug Smileys Spam SSH SSL Static block Stats String Structure tags Subversion SVC Syndication Tag Tagline Task Based Documentation Taxonomy Telnet Template Template Editing Mode Template Tag Term Text editor Theme Theme Blocks TinyMCE Toolbar Toolbar (in FSE) Trackback Transient Unicode Unix Unix Time URL UTC Web server Widget Widget Area XFN XHTML XML XML-RPC More Resources ↑ Back to top This document is designed to offer definitions of various terms, exclusive to",https://codex.wordpress.org/Glossary,wordpress
"WordPress, that users may not be familiar with. If you are a contributor, please don’t add definitions for generic terms (API, PHP, JavaScript, etc…). Absolute Path (also known as a full path ) The complete location of a file or directory within a computer filesystem. An absolute path starts at the root directory (or drive letter) and continues up the directory hierarchy until the specific file or directory is reached. This contrasts with a relative path , which does not start at the root directory. The syntax of absolute paths differs by operating system. On Microsoft Windows, they begin with a drive letter and use a backslash to separate directory names. Absolute paths on macOS and Linux lack drive letters and use a forward slash as the directory separator. Examples: Windows: C:\Users\Matt\www\blog\images\icecream.jpg macOS: /Users/Matt/www/blog/images/icecream.jpg Linux: /home/Matt/www/blog/images/icecream.jpg To find the absolute filesystem path of the directory containing a web page, copy the code below into a new text file, save the file as path.php (thus making a simple PHP web page), and move that file to your web server . Then direct your web browser to the URL address of that file (e.g. http://www.example.com/path.php ). <?php echo getcwd(); ?> See also: Path (computing) at Wikipedia Absolute URI (also known as a full URI ) A URI that contains the complete location of a resource (as opposed to a relative URI ). Examples: http://www.example.com/blog/images/icecream.jpg ftp://ftp.example.com/users/h/harriet/www/ Action In WordPress; an Action is a PHP function that is executed at specific points throughout the WordPress Core. Developers can create a custom Action using the Action API to add or remove code from an existing Action by specifying any existing Hook . This process is called “ hooking “. For example: A developer may want to add code to the footer of a Theme. This",https://codex.wordpress.org/Glossary,wordpress
"could be accomplished by writing new function, then Hooking it to the wp_footer Action. Custom Actions differ from custom Filters because custom Actions allow you to add or remove code from existing Actions. Whereas custom Filters allow you to replace specific data (such as a variable) found within an existing Action. See also: Filter , Hook , Terminology Confusion Related articles: Actions , Action Reference , add_action() Forum posts: Filters vs. Actions Discussion and Explanation Admin Bar An area of the screen just above your site that gives you quick access to features such as adding a new post or editing your profile. It is only visible if you are logged in. The admin bar concept was added to WordPress in Version 3.1 and was replaced by the Toolbar in WordPress Version 3.3 . To turn it on (or off), open the Dashboard and navigate to Administration > Users > Your Profile . Related articles: Toolbar See also: Your Profile Screen Ajax Ajax is a technique that web pages use to have the server perform certain processing without reloading the web page. For example, when you approve a comment in a WordPress blog, WordPress uses Ajax to change the comment’s status, and you see the change without having to reload the Comments screen. Related article: AJAX External link: AJAX (Wikipedia) Apache Apache is short for Apache HTTP Server Project , a robust, commercial-grade, featureful, and freely-available open source HTTP Web server software produced by the Apache Software Foundation . It is the most commonly used web server on the internet, and is available on many platforms, including Windows, Unix / Linux , and Mac OS X . Apache serves as a great foundation for publishing WordPress-powered sites. API Please refer to Wikipedia page for a definition. Array An array is",https://codex.wordpress.org/Glossary,wordpress
"one of the basic data structures used in computer programming. An array contains a list (or vector ) of items such as numeric or string values. Arrays allow programmers to randomly access data. Data can be stored in either one-dimensional or multi-dimensional arrays . A one-dimension array seven (7) elements would be: 105 200 54 53 102 13 405 The Template Tag wp_list_categories() uses a one-dimensional array for the ‘exclude’ parameter. An example of two-dimensional array, 7 by 3 elements in size, would be: 105 200 54 53 102 13 405 15 210 14 513 2 2313 4512 501 500 499 488 552 75 1952 External links: Array Programming at Wikipedia , Array at freedictionary.com ASCII ASCII (pronounced as “ask ee”) is a standard but limited character set containing only English letters, numbers, a few common symbols, and common English punctuation marks. WordPress content is not restricted to ASCII, but can include any Unicode characters. ASCII is short for A merican S tandard C ode for I nformation I nterchange. External links: ASCII (Wikipedia, with character set table) Atom A format for syndicating content on news-like sites, viewable by Atom-aware programs called news readers or aggregators. See also: News reader , RSS , RDF External links: Atom (standard) at Wikipedia Attribute sources An object describing the attributes shape of a block. The keys can be named as most appropriate to describe the state of a block type. The value for each key is a function which describes the strategy by which the attribute value should be extracted from the content of a saved post’s content. When processed, a new object is created, taking the form of the keys defined in the attribute sources, where each value is the result of the attribute source function. Attributes The object representation of the",https://codex.wordpress.org/Glossary,wordpress
"current state of a block in post content. When loading a saved post, this is determined by the attribute sources for the block type. These values can change over time during an editing session when the user modifies a block, and are used when determining how to serialize the block. Autosave When you are writing or editing your posts and pages, the changes you make are automatically saved every 2 minutes. In the lower right corner of the editor, you’ll see a notification of when the entry was last saved to the database. Autosaves are automatically enabled for all posts and pages. There is only one autosave for each post/page. Each new autosave overwrites the previous autosave in the database. Related articles: Revision Management External links: WordPress.com Support – Autosave Avatar An avatar is a graphic image or picture that represents a user. See also: Gravatar Related articles: Using Gravatars External links: Avatar (computing) at Wikipedia Back End The back end is the area that authorized users can sign into to add, remove and modify content on the website. This may also be referred to as “WordPress”, “admin” or “the administration area”. Binaries Binaries refer to compiled computer programs, or executables. Many open source projects, which can be re-compiled from source code , offer pre-compiled binaries for the most popular platforms and operating systems. Block The abstract term used to describe units of markup that, composed together, form the content or layout of a webpage. The idea combines concepts of what in WordPress today we achieve with shortcodes, custom HTML, and embed discovery into a single consistent API and user experience. Block (Inserter) Library Primary interface for selecting from the available blocks , triggered by plus icon buttons on Blocks or in the top-left of the editor interface. Block categories",https://codex.wordpress.org/Glossary,wordpress
"These are not a WordPress taxonomy, but instead used internally to sort blocks in the Block Library. Block name A unique identifier for a block type, consisting of a plugin-specific namespace and a short label describing the block’s intent. e.g. core/image Block styles The CSS styles that are part of the block, either via its stylesheet or via the block markup itself. For example, a class attached to the block markup is considered block styles. Compare to Global Styles . In contraposition to Global Styles, block styles are sometimes referred to as Local Styles . Learn more about Block Styles . Block supports An API for blocks to declare what features they support. By declaring support for a feature, the API would add additional attributes to the block and matching UI controls for most of the existing block supports. See Block Supports reference documentation for a deep dive into the API. Block Template parts Building on Block Templates, these parts help set structure for reusable items like a Footer or Header that one typically sees in a WordPress site. They are primarily site structure and are never to be mixed with the post content editor. With Full Site Editing and block based themes, users can create their own arbitrary Template Parts, save those in the database for their site, and re-use them throughout their site. Template parts are equivalent – in blocks – of theme template parts. They are generally defined by a theme first, carry some semantic meaning (could be swapped between themes such as a header), and can only be inserted in the site editor context (within “templates”). Block Templates A template is a predefined arrangement of blocks, possibly with predefined attributes or placeholder content. You can provide a template for a post type, to give users a",https://codex.wordpress.org/Glossary,wordpress
"starting point when creating a new piece of content, or inside a custom block with the InnerBlocks component. At their core, templates are simply HTML files of block markup that map to templates from the standard WordPress template hierarchy, for example index, single or archive. This helps control the front-end defaults of a site that are not edited via the Page Editor or the Post Editor. See the templates documentation for more information. Block Themes A theme built in block forward way that allows Full Site Editing to work. The core of a block theme are its block templates and block template parts. To date, block theme templates have been HTML files of block markup that map to templates from the standard WordPress template hierarchy. Block type In contrast with the blocks composing a particular post, a block type describes the blueprint by which any block of that type should behave. So while there may be many images within a post, each behaves consistent with a unified image block type definition. Blog A blog , or weblog , is an online journal, diary, or serial published by a person or group of people. Blogs are commonly used by individuals, peer groups, companies, or organizations. Blogs often contain public as well as private content. Depending on the functionality of the CMS software that is used, some authors may restrict access — through the use of accounts or passwords — to content that is too personal to be published publicly. Blogging Blogging is the act of writing in one’s blog. To blog something is to write about something in one’s blog. This sometimes involves linking to something the author finds interesting on the internet. See also: Blogosphere , Blogroll Blogosphere The blogosphere is the subset of internet web sites which are, or",https://codex.wordpress.org/Glossary,wordpress
"relate to, blogs . See also: Blog , Blogroll Blogroll A blogroll is a list of links to various blogs or news sites. Often a blogroll is “rolled” by a service which tracks updates (using feeds ) to each site in the list, and provides the list in a form which aggregates update information. The default blogroll (aka links) included in WordPress was removed in version 3.5. See also: Blog , Blogosphere , Feed , News reader External links: News aggregator at Wikipedia Bookmarklet A bookmarklet (or favelet ) is a “faux” bookmark containing scripting code, usually written in JavaScript , that allows the user to perform a function. Examples: The delicious.com bookmarklets allow users to quickly post a link to their delicious.com bookmarks list. Tantek’s favelets Boolean A variable or expression which evaluates to either true or false. External links: PHP Boolean data type Category Each post in WordPress can be filed under one or more categories . Thoughtful categorization allows posts to be grouped with others of similar content and aids in the navigation of a site. Please note that a post category should not be confused with a link category , which is used to classify and manage links . Capabilities A capability is permission to perform one or more types of task. Each user of a WordPress site might have some permissions but not others, depending on their role . For example, users who have the Author role usually have permission to edit their own posts (the “edit_posts” capability), but not permission to edit other users’ posts (the “edit_others_posts” capability). WordPress comes with six roles and over fifty capabilities in its role-based access system. Plugins can modify the system. Related article: Roles and Capabilities External link: Role-based access control (Wikipedia) CGI CGI (Common Gateway Interface) is",https://codex.wordpress.org/Glossary,wordpress
"a specification for server-side communication scripts designed to transfer information between a web server and a web-client (browser) . Typically, HTML pages that collect data via forms use CGI programming to process the form data once the client submits it. Character Entity A character entity is a method used to display special characters normally reserved for use in HTML . For example, the less than ( < ) and greater than ( > ) are used as part the HTML tag structure, so both symbols are reserved for that use. But, if you need to display those symbols on your site, you can use character entities . For example: use &lt; for the less than (<) symbol use &gt; for the greater than (>) symbol Related articles: Fun Character Entities Character Set A character set is a collection of symbols (letters, numbers, punctuation, and special characters), when used together, represent meaningful words in a language. Computers use an encoding scheme so members of a character set are stored with a numeric value (e.g. 0=A, 1=B, 2=C, 3=D). In addition, a collation determines the order (i.e alphabetic) to use when sorting the character set. By default, WordPress uses the Unicode UTF-8 ( utf8 ) character set for the WordPress MySQL database tables created during the installation process . Beginning with Version 2.2 , the database character set (and collation) is defined in the wp-config.php file. See also: Collation Related articles: Editing wp-config.php , Converting Database Character Sets External links: Character set at Wikipedia , Unicode at Wikipedia , UTF-8 at Wikipedia , Character sets and collation at MySQL chmod chmod is a Unix / Linux shell command used to change permissions on files. Its name is a contraction of “ ch ange mod e.” Related articles: Changing File Permissions , UNIX",https://codex.wordpress.org/Glossary,wordpress
"Shell Skills , htaccess for subdirectories Class Classes are groupings of CSS styles which can be applied to any HTML element. For classes in PHP, see the Class (Computing) article at Wikipedia and PHP Manual: Classes and Objects . Related articles: CSS , Blog Design and Layout Classic block A block which embeds the TinyMCE editor as a block, TinyMCE was the base of the previous core editor. Older content created prior to the block editor will be loaded in to a single Classic block. Codex The Codex is the series of articles that show users how to use WordPress. WordPress users contribute documentation to the codex voluntarily. External links: Codex Collation Collation refers to the order used to sort the letters, numbers, and symbols of a given character set . For example, because WordPress, by default, uses the UTF-8 ( utf8 ) character set, and when the WordPress MySQL database tables are created during the installation process , MySQL assigns utf8_general_ci collation to those tables. Beginning with Version 2.2 , the collation (and character set) used by WordPress is defined in the wp-config.php file. See also: Character set Related articles: Editing wp-config.php , Converting Database Character Sets External links: Collation at Wikipedia , Character set at Wikipedia , UTF-8 at Wikipedia , Character sets and collation at MySQL Comments Comments are a feature of blogs which allow readers to respond to posts . Typically readers simply provide their own thoughts regarding the content of the post, but users may also provide links to other resources, generate discussion, or simply compliment the author for a well-written post. You can control and regulate comments by filters for language and content. Comments can be queued for approval before they are visible on the web site. This is useful in dealing with comment",https://codex.wordpress.org/Glossary,wordpress
"spam . See also: Blog Related articles: Comment-related plugins , Dealing with comment spam , Settings Discussion SubPanel External links: Hyperlink at Wikipedia Content Content consists of text, images, or other information shared in posts . This is separate from the structural design of a web site, which provides a framework into which the content is inserted, and the presentation of a site, which involves graphic design. A Content Management System changes and updates content, rather than the structural or graphic design of a web site. Content Management System A Content Management System , or CMS , is software for facilitating the maintenance of content , but not design, on a web site. A blogging tool is an example of a Content Management System. See also: Blog cPanel cPanel is a popular web-based administration tool that many hosting providers provide to allow users to configure their own accounts using an easy-to-use interface. Related articles: Using cPanel , Adding New Themes by using cPanel External links: cPanel website CSS CSS , or Cascading Style Sheets , is a W3C open standards programming language for specifying how a web page is presented. It allows web site designers to create formatting and layout for a web site independently of its content. Related articles: CSS , Blog Design and Layout External links: CSS at W3C , Open standards at Wikipedia , W3C.org CVS CVS stands for Concurrent Versions System and is the software that used to be used to coordinate WordPress development. As of February 2005, this function is carried out by Subversion ( SVN ). For more information on Subversion, see Using Subversion . Dashboard In WordPress a Dashboard is the main administration screen for a site (a weblog), or for a network of sites. It summarizes information about the site or network,",https://codex.wordpress.org/Glossary,wordpress
"and also external information, in one or more widgets that the Dashboard user can enable, disable, and move around. Related articles: Dashboard Screen Database A database in computing terms is software used to manage information in an organized fashion. WordPress uses the MySQL or MariaDB relational databases management system for storing and retrieving the content of your blog , such as posts , comments , and so on. Related articles: Database Description , Backing Up Your Database Database version In WordPress, the database version is a number that increases every time changes are made to the way WordPress organizes the data in its database . It is not the same as the version of the database software, MySQL or MariaDB . For example, the database version in WordPress 3.3 was 19470, and the database version in WordPress 3.3.1 did not change. This tells anyone planning to use backed-up data from the older version that they do not need to check for changes in the structure of the data. WordPress stores its database version in the database, as the option named “db_version” in every WordPress site’s “wp_options” table. (The table name prefix “wp_” may be missing or different in some cases.) Related articles: Database Description , How do you force a database upgrade? Default theme Every installation of WordPress has a default theme. The default theme is sometimes called the fallback theme , because if the active theme is for some reason lost or deleted, WordPress will fallback to using the default theme. Deprecated Deprecated functions or template tags are no longer supported, and will soon be obsolete. Related articles: “Deprecated Functions” Category Developer A developer , or dev , is a computer programmer who is active in creating, modifying, and updating a software product. Related articles: Plugin API DIV A",https://codex.wordpress.org/Glossary,wordpress
"DIV element in HTML marks a section of text. DIVs are used extensively in WordPress to apply CSS stylings to particular blog elements. Related articles: CSS , Blog Design and Layout DNS DNS , the domain name system, is the system that maps domain names to IP addresses . When you use a web browser to visit a website, your browser first extracts the site’s domain name from the URL. Then it uses the DNS to find the IP address for that domain name. Then it connects to that IP address. External link: Domain Name System (Wikipedia) DOM DOM (Document Object Model) is a standard, platform-independent interface that allows programmers to dynamically access HTML and XML to control the content and structure of documents. DOM connects programming scripts to web pages. External links: DOM at Wikipedia , DOM at W3C.org Domain name A domain name is a name used for identification purposes on the Internet. In WordPress a domain name usually identifies a server where WordPress is installed. To make this work, the Internet’s domain name system ( DNS ) maps the domain name to a server’s IP address . For example, the domain name example.com maps to the IP address 192.0.43.10 . Many domain names can map to the same IP address, allowing a single server to run many websites. For example, the domain names www.example.com and example.net also map to the IP address 192.0.43.10 . External link: Domain name (Wikipedia) Draft The draft post status is for WordPress posts which are saved, but as yet unpublished. A draft post can only be edited through the Administration Panel , Write Post SubPanel by users of equal or greater User Level than the post’s author . Dynamic block A type of block where the content of which may change and",https://codex.wordpress.org/Glossary,wordpress
"cannot be determined at the time of saving a post, instead calculated any time the post is shown on the front of a site. These blocks may save fallback content or no content at all in their JavaScript implementation, instead deferring to a PHP block implementation for runtime rendering. Excerpt An excerpt is a condensed description of your blog post and refers to the summary entered in the Excerpt field of the Administration > Posts > Add New SubPanel . The excerpt is used to describe your post in RSS feeds and is typically used in displaying search results. The excerpt is sometimes used in displaying the Archives and Category views of your posts. Use the Template Tag the_excerpt() to display the contents of this field. Note that if you do not enter information into the Excerpt field when writing a post, and you use the_excerpt() in your theme template files, WordPress will automatically display the first 55 words of the post ‘s content. An excerpt should not be confused with the teaser , which refers to words before the <!--more--> in a post’s content. When typing a long post you can insert the <!--more--> Quicktag after a few sentences to act as a cut-off point. When the post is displayed, the teaser , followed by a hyperlink (such as Read the rest of this entry… ), is displayed. Your visitor can then click on that link to see the full version of your post . The Template Tag , the_content() should be used to display the teaser. Related articles: Customizing the Read More , Excerpt Back to the Top Feed A feed is a function of special software that allows “Feedreaders” to access a site automatically looking for new content and then posting the information about new content and",https://codex.wordpress.org/Glossary,wordpress
"updates to another site. This provides a way for users to keep up with the latest and hottest information posted on different blogging sites. Some Feeds include RSS (alternately defined as “Rich Site Summary” or “Really Simple Syndication”), Atom or RDF files. Dave Shea, author of the web design weblog Mezzoblue has written a comprehensive summary of feeds. Feeds generally are based on XML technology. Feed Reader The role of Feedreader is to gather and display the webfeed from various website to one place. Filter In WordPress, a Filter is a function that is associated with an existing Action by specifying any existing Hook . Developers can create custom Filters using the Filter API to replace code from an existing Action. This process is called “ hooking “. Custom Filters differ from custom Actions because custom Actions allow you to add or remove code from existing Actions. Whereas custom Filters allow you to replace specific data (such as a variable) found within an existing Action. See also: Action , Hook , Terminology Confusion Related articles: Filters , Filter Reference , add_filter() Footer area A footer area is a horizontal area provided by a theme for displaying information other than the main content of the web page. Themes may provide one or more footer areas below the content. Footer areas usually contain widgets that an administrator of the site can customize. In a theme, footer areas are generated by a template file, typically named sidebar-footer.php . See also: Sidebar Related articles: Templates , Customizing Your Sidebar , Stepping Into Templates , Template Hierarchy Front End The front end is what your visitors see and interact with when they come to your website, www.YourSite.com. FTP FTP , or File Transfer Protocol , is a client-server protocol for transferring files. It is one",https://codex.wordpress.org/Glossary,wordpress
"way to download files, and the most common way to upload files to a server. An FTP client is a program which can download files from, or upload files to, an FTP server . You may need to use an FTP client to upload your WordPress files to your web server , particularly if you use a hosting provider . Related articles: FTP Clients , Uploading WordPress to a remote host , Using FileZilla Full Site Editing or FSE This refers to a collection of features that ultimately allows users to edit their entire website using blocks as the starting point. This feature set includes everything from block patterns to global styles to templates to design tools for blocks (and more). First released in WordPress 5.9. Gallery As defined by Andy Skelton, Gallery , introduced with WordPress 2.5 , is specifically an exposition of images attached to a post. In that same vein, an upload is “attached to a post” when you upload it while editing a post. In the uploader there is a “Gallery” tab that shows all the uploads attached to the post you are editing. When you have more than one attachment in a post, you should see at the bottom of the Gallery tab a button marked “Insert gallery”. That button inserts a shortcode “” into the post. WordPress replaces that shortcode with an exposition of all images attached to that post. Non-image file types are excluded from the gallery. Note: If you don’t see the “Insert gallery” button, it may be because you have not attached two images to the post. The pretty URLs for attachments are made only after you have published the post and should be composed as the post permalink plus the attachment slug . Related articles: Gallery Shortcode , Shortcode API",https://codex.wordpress.org/Glossary,wordpress
"gettext The gettext system is a set of tools and standards for language translation, used by WordPress to provide versions in many languages. In WordPress a text string for translation may have a domain and a context. For example, a plugin might specify its own domain for translations, and a context might help translators to provide different translations of the same English word or phrase in different parts of the user interface. Related articles: WordPress in Your Language , Translating WordPress , I18n for WordPress Developers External links: gettext (Wikipedia), GNU gettext GMT GMT (“Greenwich Mean Time”, the time at the Royal Observatory in Greenwich, England) is the old name of the time zone from which all other time zones were measured. It has been replaced by UTC (“Universal Time, Coordinated”), but for most practical purposes UTC and GMT are the same, so the term GMT is still commonly used. External links: Greenwich Mean Time , Time zone , UTC (Wikipedia) Gravatar A gravatar is a globally recognized avatar (a graphic image or picture that represents a user). Typically a user’s gravatar is associated with their email address, and using a service such as Gravatar.com . The site owner to can configure their site so that a user’s gravatar is displayed along with their comments. See also: Avatar Related articles: How to Use Gravatars in WordPress , Using Gravatars External links: Gravatar at Wikipedia GUI GUI stands for Graphical User Interface, pronounced as “gooey”. It is an interface that allows users to point the mouse or cursor to graphical icons. Gutenberg Gutenberg is newly developed, block-oriented editor. It uses blocks to create all types of content, replacing a half-dozen inconsistent ways of customizing WordPress, bringing it in line with modern coding standards, and aligning with open web initiatives. These content",https://codex.wordpress.org/Glossary,wordpress
